id,essay,C1,C2,C3,O1,O2,E1,E2,V1,R1,Creativity_score,,,,,,
11,"가장 멋진 작가가 되고싶습니다. 저는 책을 읽는 것을 매우 좋아합니다. 늘 항상 시간이 날때면 틈틈이 책을 읽고서는 책을 다 읽고나서는 독후감도 작성하면서 읽었던 책들의 감상이나 읽었을 당시에 감정도 독후감에 넣습니다. 그 덕에 저희집 책장에 진열된 책만해도 수백권은 되는 것 같습니다. 그런 제가 원했던 진로는 작가가 되는 것입니다. 지금껏 읽어온 책들을 보면 많은 생각이 들고. 또 그런 생각들로 인해서 저 자신을 새롭게 되돌아보며 때로는 후회나 반성을 하고는 하지만 그랬던 경험이 오히려 지금의 저를 더 어른스럽게 만들어 주는 것 같기도 하고 아직 제가 겪어보지 못했던 상황이나 사건 사고들을 책으로써 접하므로써 저에거 새로운 경험이되는 것 같습니다. 그렇기에 저도 그런 멋있는 작가들처럼 세상의 많은 사람들에게 제 책을 출판하여서 도움이 되어드리고, 때로는 위로를 해주면서 불특정 다수의 멘토같은 사람이 되어드리고 싶습니다. 물론 아직제가 어리고 경험도 부족하지만 갈고 닦아서 훌륭한 작가가 되고싶습니다. 그래서 지금껏 저는 멋진 작가가 되기 위해서 이러한 노력들을 하고 있었습니다. 예를 들자면 앞서 말했던 것처럼 읽었던 책들을 독후감으로 남겨 기억속에 오랫동안 간직합니다. 그렇게 하면 제가 글을 쓸때도 기억속에 남아있는 수많은 책들의 멋진 어구나 어절을 인용하기도 하면서 글쓰기 자체에 연습이 되곤 합니다. 또 이렇게 쓴 글들을 가족에게 읽어달라고 하면서 느낌이 어땠는지 물어보곤 합니다. 아직은 제가 좀 낮가림이 있어서 가족이외의 사람들에게 물어보진 못했지만 제 글을 읽은 소감을 들어보면서 어떠한 방향으로 나아가야할지 갈피를 잡고 있습니다.",3,3,3,3,3,4,4,4,3,3.33,,,,,,
12,"아이들을 돌보는게 제일 좋았습니다. 저는 아이들이 좋습니다, 초등학교 고학년이 되었을 무렵부터 저희 부모님들을 맞벌이를 하시느라 제 동생을 돌볼 시간이 많이 적었었습니다. 때문에 동생은 제가 주로 돌보곤 했었습니다. 그것 때문에 힘들었다고 묻는다면 당연히 좀 힘들긴 했었지만. 그래도 동생이 귀엽기도 했기에 돌보는게 힘들기만 했던 것은 아니였습니다. 워낙에 아이들을 좋아하기도 했었던 저라서 동생을 돌보는 것 뿐만이 아니라 평소에도 귀여운 아이들을 보면 사랑스럽기도 했습니다. 그래서 저는 미래의 진로로 유치원 교사나 초등학교 교사는 어떨까 생각해 봤었습니다. 생각보다 저랑 잘맞는 직업인거 같았고 또 아이들을 좋아하는 저라서 잘 해낼수 있을 것 같았습니다. 학교성적도 준수하니 조금만 더 공부하고 노력한다면 가능할 것 같았고, 유치원교사 또는 초등학교 교사가 되기 위해서 필요한 정보나 지식들을 알아보기 위해서 책을 읽어보거나, 인터넷을 통해 정보를 탐색하는등 내게 필요한 정보들을 찾아보기 위해서 잦은 노력을 하곤 했습니다. 일단 가장 먼저 대학교에 진학해서 과 선택을 유아교육과를 통해서 조금더 전문적이고 체계적인 지식을 배워야 할것같았습니다. 그 전에는 유튜브나 사전에 읽었던 책들을 통해서 얻은 정보로 머릿속에서 이미지 트레이닝을 하고있습니다.",3,3,3,4,3,3,3,4,3,3.22,,,,,,
13,"안녕하세요 저의 진로는 불확실하였습니다. 하지만 저는 제가 무엇이 하고 싶은지는 알고 있었습니다. 저는 아이들을 좋아하였고 아이들과 놀 때 가장 즐겁고 신났습니다. 그렇게 저는 중학교를 졸업하기 몇 달 전 초등학교 교사가 되기로 마음먹었습니다. 저는 초등학교 교사가 되기 위해 방학 동안 열심히 공부하였습니다. 하지만 얼마 전 저는 한 광고를 보았습니다. 바로 기아대책이라는 후원 광고입니다. 그 광고를 보자 저는 떠오르는 것이 하나 있었습니다. 정말 슬프고 속상하였고 뜬금없지만 나의 인생 목표를 크게 세워보자 였습니다. 저는 일단 후원을 하며 유치원교사라는 꿈을 키워 아이들을 가르치다 보육원과 같은 시설을 설립하여 제가 아이들을 가르치고 돌보는 사람이 되고 싶다는 생각이 들었습니다. 일단 저는 공부를 열심히 하여 부산대학교 유아교육과를 가는 것을 꿈꾸고 있고 제 진로에 다가가기 위해 저는 학교에서 하는 활동(미술 공모전, 인문학 특강) 등을 열심히 임하였고 수업시간에 열심히 필기하면서 수업에 집중하였습니다. 미술 공모전에 참가한 이유는 나중에 아이들에게 미술도 가르쳐 주고 싶기 때문이었습니다. 특히 촉감체험과 같이 손으로 활동하는 것이 중요한 아이들에게 좋은 경험을 선물해 주고 싶기 때문입니다. 또한 제가 들었던 인문학 특강의 주제는 인공지능 시대의 진로와 직업인데 거기서 교사라는 직업은 사라질 수도 있다고 하셨습니다. 하지만 저는 그렇게 생각하지 않습니다. 교사라는 직업은 단순히 지식만 주는 것이 아니라는 것입니다. 교사는 아이들에게 감정, 교훈, 깨달음 등을 주는 직업입니다. 사랑이라는 감정, 슬픔 분노, 감정 조절방법 등을 알려주는 직업이라고 생각합니다. 저도 아이들에게 여러 가지 깨달음, 삶에 적용 시킬 수 있는 교훈,모든게 어리숙한 아이들에게 감정이라는 중요한 것을 주는 사람이 되고 싶습니다. 저는 나중에 기회가 된다면 키즈카페 아르바이트를 하며 저의 꿈에 한 발짝 다가가고 싶습니다. 감사합니다.",4,4,3,4,4,4,3,4,4,3.78,,,,,,
14,"아직 뚜렷하게 하고 싶은 무언가는 없다. 딱히 좋아하는 것도 없고, 흥미나 관심이 생기는 것도 없어서 어떻게 진로를 정해나가고 할지 고민하고 있다. 그래서 학교에서 실시하는 진로 탐색 활동이나 적성 검사 등을 열심히 참여하며 내가 하고 싶은 것, 나에게 잘 맞을 것 같은 직업들을 탐색하고 있다. 진로 정보망 커리어넷을 통해 다양한 검사를 해보거나 직업 정보를 찾아보는 등 개인적으로도 찾아보며 내 진로에 대해 정해보려고 고민하고, 노력 중이다. 이렇듯 아직 하고 싶은 것이 없다 보니 무얼 해야 할지 감이 잘 오지는 않지만, 일단 지금 내가 할 수 있는, 고등학생이니 다들 할 때 같이 하면 되는 공부를 열심히 해보려 한다. 나중에, 내가 무언가 하고 싶은 것이 생기고, 이루고 싶은 것이 생겼는데 공부를 안 했어서, 공부를 못해서 그 꿈이 가로막힌다면 너무 아까울 것 같고, 후회할 것 같다. '그때 공부를 했었다면...', '다들 할 때 했으면 좋았을텐데...' 이런 후회는 하고 싶지 않다. 그때 가서 해도 늦진 않겠지만, 열심히 한다면 할 수 있겠지만 미리 해 둔다면 좀 더 편하게, 쉽게 도전해 볼 수 있을 거라고 생각한다. 공부를 해 둔다면, 미래에 내가 내 꿈을 선택할 때 선택지가 넓어질 수 있기에 열심히, 최선을 다해 해 볼 것이다.",3,3,3,3,3,3,3,4,3,3.11,,,,,,
15,보통의 청소년이라면 한 번쯤은 해보는 진로에 대한 생각들. 나도 피할 수 없었다. 평소에도 자주 진로에 대하여 걱정하곤 했는데 그날따라 구체적이게 파고들고 싶었다. 네이버나 유튜브에는 많은 정보들이 넘쳐나지만 나는 홀린 듯 구인구직 앱을 찾아봤다. 직무에 따라 여러 가지 파트로 나누어져 있어서 관심 가는 직무를 명확히 살펴볼 수 있었다. 여러 공고들을 살펴보다가 반려동물 장례 서비스의 공고를 보게 되었다. 전에 알고리즘으로 인해 반려동물의 장례 영상을 본 적이 있었다. 슬픈 영상 속에서도 이러한 문화가 존재한다는 것에 대해 신기하다고 느낀 적이 있었다. 그때의 기억으로 공고를 열심히 읽어보았다. 너무나도 하고 싶은 직업이었다. 직무의 의미와 영향력이 내가 인생에서 추구하고픈 가치와 공통되었다는 생각이 들었다. 이후로 다른 반려동물 장례 공고를 살펴보며 생각해 보았다. 분명히 '죽음'과 관련된 직무이니 만큼 사람들의 인식에서 좋지 못한 시선을 받을 것이라고 생각이 들었지만 남들의 시선을 신경 쓰다 보면 나의 추구와 가치들은 놓쳐버리게 될 것이라 느꼈다. 사람들은 대부분 남의 시선을 의식하며 살아가며 이러한 부분에서의 집착이 심해져 지나치게 보여주기식 과시를 한다거나 자신의 틀과 맞지 않는 선택을 하기도 한다. 나는 이러한 것들이 마음에 들지 않지만 이 사회의 한 구성원으로서 어느 정도 스며들어있다고 생각한다. 하지만 나에게 중요한 결정에서까지 사람들의 사회적 시선에 옭아 매이고 싶지 않았다. 이때 이후로 나는 반려동물 장례 업을 삶의 1차적인 목표로 설정하였고 이를 위해 더 많은 정보를 수집하고 있다. 유튜브 영상 하나를 통해서 진로를 찾게 되었고 이를 한 단계 더 나아가서 추진하려 하고 있다. 앞으로도 내 인생에서 내가 추구하려는 목표를 저버리지 않고 타인의 시선에 동요하지 않으며 내 꿈을 찾아갈 것이다.,4,3,3,4,3,3,3,4,3,3.33,,,,,,
16,"저는 약사가 되어 인류의 건강과 복지를 위해 힘쓰는 사람이 되고 싶습니다. 인간의 건강에 관심을 가진 것은 코로나 팬데믹에서 시작되었습니다. 모두가 혼란스러운 상황 속에서 백신 개발을 위해 힘써주시는 연구원이 존경스러웠습니다. 이를 계기로 눈문과 같은 각종 매체를 통해 인류의 건강을 위한 연구를 찾아보면서 이런 연구에는 다양한 분야가 있다는 것을 알게 되었습니다. 식품공학과 유전공학, 약학, 생명정보학 등의 많은 분야 중 저한테 적합한 분야에는 과연 무엇이 있을까 고민이 필요함을 느끼게 되었는데 이때 도움을 준 것은 바로 친척의 도움과 한 책이었습니다. 약사이신 큰아버지를 통해 다양한 약을 접해보면서 처음으로 제약에 대한 흥미가 생기기 시작했습니다. 더불어 최근 '새로운 약은 어떻게 창조되나'라는 책을 읽으며 제약 과정에서 신기함을 느꼈고 약학 분야의 공부를 심도 있게 하고 싶다는 생각이 들었습니다. 제약 과정 자체에는 흥미를 느꼈지만, 한편으로 과연 제가 약을 만드는 일을 잘할 수 있을까 걱정이 되기도 하였습니다. 이는 제약 쪽의 일을 하는 사람에게 있어 필요한 것이 무엇일까 라는 고민으로 이어졌고 관련 직종의 큰아버지와 할아버지께 자문을 구하였습니다. 사람이 직접 섭취하는 것, 특히 약은 신체에 매우 큰 영향을 줄 수 있기에 항상 책임감과 사명감을 가져야 함을 강조하셨고 무엇보다 사람의 인체에 대해 잘 이해하는 것이 중요하다는 것을 알게 되었습니다. 인체에 대해 더 깊이 탐구하고자 교과 내용뿐만 아니라 인체에 대한 심화 내용을 공부하였고 단순한 머릿속 지식에서 나아가고자 동아리를 통해 관련 실험을 진행하기도 하였습니다. 예를 들어 소염진통제로 널리 알려진 타이레놀의 성분인 아스피린을 합성하는 실험을 하기도 하였으며 더 나아가 서방성 제제가 어떤 원리인지 호기심이 생겨 추가로 조사함으로써 약에 대한 지식도 조금씩 넓힐 수 있었습니다. 저에게 주어진 시간 동안 정보를 탐색하고 열심히 공부하여 꼭 인류의 건강과 복지에 도움이 되는 약사가 될 것입니다.",4,4,4,4,4,4,4,4,4,4,,,,,,
17,"나는 나의 진로로 나아가기 위해서 내가 관심을 가지던 직업에 대해서 조사하고 그 조사한 직업에 대한 책을 읽고 나의 진로에 대해서 더 자세히 알아갈수 있었고 그 직업이 무슨 일을 하는지, 어떤 일을 겪는지 알아갈수 있었다. 또 나의 적성에 맞는 관심 직업을 알기 위해서 mbti 검사도 해보고 적성검사 등등 많은 검사들을 하였다. 그리고 최근에는 금요일에 학교에서 진로캠프 라는것을 하게되었는데 선생님들이 찾아와 우리의 진로를 찾아주는데 진로캠프를 통해서 나의 직업가치관 검사도 해보았고 내 관심에서 어떤 지능이 가장 높은지도 검사를 통해서 알수있었고 거기서 나의 성향과 맞는 직업에 대해서 나의 진로를 찾을수 있어 나의 진로에 대해서 자세히 알수있는 계기가 되었다. 앞으로도 나의 진로를 찾기 위해서 더 많이 조사해보고 책도 많이 읽어보고 나에 대해서 더 자세히 알아야 할것 같고 나의 성향에 대해서 더 알아보고 그 성향에 맞는 관심 직업을 자세히 살펴보아야 겠고 검사들을 통해서 나의 진로를 분명하게 정하고 싶다. 이렇게 1학기동안 많은 검사를 하였지만 아직 나의 진로에 대해서 분명하게 결정하지 못하였다. 아직 1학기가 남아서 나의 남은 한학기 동안 나의 진로를 정하고싶다.",2,3,3,2,3,2,3,3,3,2.67,,,,,,
18,"지금까지 나는 많은 꿈을 갖고 있었다. 야구선수, 개그맨, 형사, 소방관, 디자이너등 많은 꿈들이 있었는데 최근에 유튜브를 통해 우연히 태권도 겨루기 영상을 보게 되었다. 그 영상을 보며 옛날에 취미로 했던 태권도가 생각나 어렸을 때 찍었던 내 태권도 영상을 보고 대회를 나갔을 때 딴 메달들을 보니 다시 태권도를 시작하고 싶다는 생각이 들었다. 영상을 보며 태권도를 따라 해보았는데 태권도 동작이 조금씩 기억이 나기 시작하였다. 그때 나는 태권도를 다시 해보고 싶다는 생각이 번뜩 들었고 지금까지 나는 다른 사람들에게 내가 잘하는 것이 무엇인지 자신 있게 말을 하지 못했는데 태권도는 누군가 에게 내가 잘 할 수 있다고 자신 있게 말할 수 있다는 생각이 들었다. 8살때 첫1품을 따고 그 후 3품을 따면서 내가 느낀 기쁨을 잊을 수 없을 것 같다.이제 나는 4품을 따기 위해 노력하고 실천하고자 한다. 태권도 사범을 목표로 열심히 운동하고 훈련할 것이다 .건강한 체력 뿐만 아니라 항상 긍정적이고 주변 사람들에게 선한 영향력을 끼치는 사람이 되고자 한다. 태권도 사범이 되기 위하여 태권도 학과가 있는 대학교를 찾아 보며 그 대학의 등급 컷을 조사하여 내가 몇 등급을 맞춰야 하는지 알아 보는 중이다. 지금 내가 해야 할 일은 공부를 열심히 하여 등급을 올리는 것이라고 생각한다. 또 태권도를 배움으로 지치고 낮아진 내 자신감을 회복하고 할 수 있다는 생각으로 내가 다짐한 것들을 실행할 것 이다. 지금의 나는 아직 부족하고 서툴지만 그런 나 자신을 인정하고 하나하나 채워 나갈 것 이다.가장 먼저 무더운 이번 여름방학을 하고자 하는 나의 열정으로 식히며 부족한 과목들을 차근차근 공부해야겠다. 내가 가지고 있는 밭을 먼저 영양분 가득한 땅으로 만들고 그 위에 내 꿈을 심을 것 이다.",4,3,3,4,3,4,3,3,3,3.33,,,,,,
19,"초등학생 때 친구와 방송부를 하면서 처음으로 방송에 관심을 가지게 되었다. 관심을 가진건 초등학생 때지만 진로를 정확하게 방송계로 정한 것은 중학교 때다. 국어 시간에 소설책을 대본으로 짜서 짧은 영상을 만드는 수행 평가가 있었다. 친구들과 같이 영상을 만드는게 너무 재미있었고 우리가 영상으로써 하나의 작품을 만든다는 것이 신기하고 좋았다. 그 때 이후로 방송기계를 다루는 것에 관심을 가지고 영상을 볼 때 집중해서 보기 시작했다. 올해에는 방송제작과 관련된 책을 읽었다. 하나의 영화나 드라마를 만드는데 수많은 과정들이 숨어 있다는 것을 알게 되었다. 중학교 때 우리가 영상을 만드는 과정과는 비교도 할 수 없이 많은 과정들이 숨어 있었다. 기획부터 제작, 완성 단계까지 하나도 빠짐없이 모두 중요한 과정이였다. 방송은 많은 사람들이 함께 일하는 직장이라는 것을 다시한번 느끼게 되었다. 생각보다 많은 사람들이 방송제작에 참여했다. 그래서 많은 스태프들과 연예인, 정치가같은 출연자와도 만나볼 수도 있고, 많은 것을 경험해 볼 수도 있다. 힘든 점도 많고 어려운 점도 많겠지만 많은 사람과 함께 노력하면서 방송을 제작하는게 즐거울 것 같아서 방송쪽으로 진로를 정하게 되었다. 아직 방송계로 일하고 싶다는 생각만 하고 구체적인 직업은 많이 생각해 보지 않아 앞으로 많이 찾아보면서 열심히 노력해야겠다고 생각하였다.",2,3,3,2,3,2,3,2,3,2.56,,,,,,
20,제 진로는 거의 정해져 있습니다. 저는 이과를 선택하였고 공대를 꿈꾸고 있는 중입니다. 저는 원래 꿈이 광고 기획자 였습니다. 저는 이과를 선택했고 공대를 꿈꾸고 있지만 제 최종적인 꿈은 광고 기획자 입니다. 저는 고등학교에 올라오기 전 겨울 방학 때 아빠가 진로를 이제 찾아야 하지 않겠냐고 해서 커리어 넷을 찾아보면서 진로를 몇 가지 추렸습니다. 그 중에는 광고기획자도 있었고 스마트 도시 개발자도 있었고 문과 계열 직업들 이과 계열 직업들 여러가지가 섞여 있었습니다. 저는 그 중에 광고 기획자에 가장 눈길이 갔고 아직 까지 광고 기획자라는 꿈을 꾸고 있습니다. 그때 당시 저는 그 직업을 이루려면 어떤 과를 나와야 하고 그 과가 있는 대학은 어디가 있으며 평균 연봉과 인기있는 직장이나 필요한 적성들 등등 여러가지를 조사해보며 정리를 했습니다. 그 정리한 거를 바탕으로 아빠 엄마와 이야기도 해보고 혼자 생각도 많이 해봤습니다. 이렇게 조사를 해보면서 직업을 찾는 방법이 저는 개인적으로 쉽게 자기 적성에 맞는 직업을 찾을 수 있다고 생각이 듭니다. 저는 광고 기획자를 이루기 위해서 공대를 가서 컴퓨터 쪽 과를 가서 그 특기를 살려 광고 기획에 더 도움이 될 수 있게 생각하고 있습니다. 저는 꿈을 이루기 위해 광고 관련 책들도 몇몇 찾아보고 유튜브로도 자주 찾아보고 대학교 관련 되어서도 찾아보았습니다. 그래서 저는 목표를 가지고 현재 공부를 하고 있어서 더 열심히 할 수 있을 것 같습니다. 또 저는 가끔 혼자 상품을 하나 정해 놓고 그 상품을 광고 하려면 어떻게 광고를 할 수 있을까 생각도 해보고 아이디어도 내봅니다. 그러면 재미도 있고 뭔가 꿈을 이룬 거 같아서 기분도 좋아집니다. 저는 꾸준히 이렇게 노력을 해서 꼭 꿈을 이루어 행복하게 살고 싶습니다.,3,3,3,3,3,3,3,3,3,3,,,,,,
21,"지금 진로를 결정하는 것이 빠른 것인지, 느린 것인지 아직도 저는 잘 모르겠지만, 지금 제가 미래의 목표를 이루기 위해서 진로를 잡고 그 진로에 관한 활동을 해야 한다는 것은 틀리지 않다고 생각합니다. 저는 하고 싶은 분야가 너무 많아도 고민에 대한 문제가 있다고 생각하고 하고 싶은 분야가 없어도 고민을 많이 해야 한다는 문제가 있다고 생각합니다. 저는 그중 하고 싶은 분야가 많아서 고민을 하고 있습니다. 과거에 많은 학원, 동아리 등을 해봤지만 전부 흥미가 있었고 지금에서야 그때 잠시 하고 그만둔 것이 조금 후회스러웠습니다. 만약 그전에 한 가지만 쭉 파고들었다면 진로에 관한 고민이 줄어 들었지 않았을까라는 생각도 자주 하였습니다. 그래도 그건 과거이니 지금 학교에서 배우는 내용들로 나는 뭐를 더 잘하는지, 뭐가 더 흥미가 있는지를 고민하며 학교에서 수업을 듣고 있습니다. 그리고 제가 하고 싶은 진로들에 한 걸음 더 다가가기 위해 과거의 중학교와 지금 학교에서 하고 있는 수업들로 중간 과정을 시험 보는 중간, 기말을 최대한의 노력으로 시험을 보았지만 그 외의 진로에 관한 책들을 읽는 등을 하였습니다. 이렇게 글을 써보니 진로로 나아가기 위한 노력은 지금 내가 원하고, 잘하는 것이 무엇인지를 먼저 알아야겠다고 생각하게 되었습니다.",2,3,3,2,3,2,3,2,3,2.56,,,,,,
